Accession,Gene
IPI01009819,CACNA1G
IPI01009820,SLC22A10
IPI01009821,DDR1
IPI01009822,XPC
IPI01009823,MAPT
IPI01009824,LOC646851
IPI01009825,CDK11A
IPI01009826,CYP2E1
IPI01009827,PIP5K1C
IPI01009828,M6PR
IPI01009829,SSH2
IPI01009830,CCDC9
IPI01009831,LETM2
IPI01009833,ZNF84
IPI01009834,BBS4
IPI01009835,MGA
IPI01009836,SLC16A7
IPI01009837,M6PR
IPI01009839,SWI5
IPI01009840,HNF1A
IPI01009841,ETNK1
IPI01009843,PIGQ
IPI01009844,TMBIM4
IPI01009845,RFC5
IPI01009846,THBS2
IPI01009848,ALKBH5
IPI01009849,MARK2
IPI01009850,GRIP1
IPI01009852,C12orf57
IPI01009853,KLHL25
IPI01009854,PPAPDC2
IPI01009855,CCDC53
IPI01009856,LMO3
IPI01009857,TSPY9;TSPY4;TSPY3
IPI01009858,DNALI1
IPI01009859,MCM3AP
IPI01009860,ST8SIA3
IPI01009861,PTK2B
IPI01009862,TAF6
IPI01009863,ZNF606
IPI01009864,AP2M1
IPI01009865,TRIP11
IPI01009866,NSMCE2
IPI01009867,ZMYND8
IPI01009868,DHRS4L2
IPI01009870,SLC25A39
IPI01009872,C10orf28
IPI01009873,USP42
IPI01009874,PSMA8
IPI01009875,ULK1
IPI01009876,GRHL3
IPI01009877,PDE4C
IPI01009878,PTMS
IPI01009879,EPS8
IPI01009880,C16orf62
IPI01009881,INPPL1
IPI01009882,ARHGEF10L
IPI01009885,PHC1
IPI01009887,SYBU
IPI01009888,ABLIM1
IPI01009890,DDX11
IPI01009891,BPIFB6
IPI01009892,INADL
IPI01009893,KCNV1
IPI01009894,RABGGTA
IPI01009897,C16orf93
IPI01009898,EML1
IPI01009901,PARP8
IPI01009902,BRDT
IPI01009903,GAS8
IPI01009904,NBPF12;NBPF9;NBPF8;NBPF11;NBPF10;NBPF16;NBPF1;LOC100288142;NBPF14;NBPF20
IPI01009905,HLA-DQA1
IPI01009906,TMCC1
IPI01009907,TRPM1
IPI01009908,ABCC4
IPI01009909,PRR4
IPI01009910,LDB3
IPI01009911,GTF2H3
IPI01009913,ARHGAP24
IPI01009915,FAM13C
IPI01009916,BEST1
IPI01009917,MICAL2
IPI01009918,PRSS1
IPI01009920,TPST2
IPI01009921,ELMO2
IPI01009922,TMEM44
IPI01009923,NPIPL3
IPI01009924,CLIP2
IPI01009926,EDEM2
IPI01009927,FAM55A
IPI01009928,PTPN6
IPI01009931,HRASLS5
IPI01009932,WARS2
IPI01009933,SLCO1A2
IPI01009935,CKMT1B;CKMT1A
IPI01009936,ZYG11B
IPI01009937,SERINC3
IPI01009939,FEN1
IPI01009940,NDUFA10
IPI01009941,PSMG4
IPI01009943,HPSE
IPI01009944,GPR110
IPI01009945,DNAJC2
IPI01009946,IGSF10
IPI01009947,SLC6A9
IPI01009948,PCDHB6
IPI01009950,TIAM2
IPI01009951,ELOVL5
IPI01009952,MLH1
IPI01009953,C2
IPI01009954,HMBS
IPI01009955,BCAP31
IPI01009956,GPR137
IPI01009957,TSSC4
IPI01009958,PRKRA
IPI01009959,MLEC
IPI01009960,MANSC1
IPI01009961,ZEB1
IPI01009962,GPR137
IPI01009963,CAMK2B
IPI01009964,SCARB1
IPI01009965,ITFG1
IPI01009966,BCAT2
IPI01009967,ANKRD49
IPI01009968,SLC35A1
IPI01009969,ITGAV
IPI01009970,ADA
IPI01009973,USP5
IPI01009974,ZNF350
IPI01009976,TIE1
IPI01009977,ME1
IPI01009978,CCDC144A
IPI01009979,YAP1
IPI01009980,NAP1L2
IPI01009981,ATF7IP
IPI01009982,P2RX2
IPI01009983,BCAP29
IPI01009984,LAMA4
IPI01009985,NUMA1
IPI01009986,EEF1D
IPI01009987,TRIM16L
IPI01009988,OVGP1
IPI01009989,DSC2
IPI01009990,METTL3
IPI01009991,NOP2
IPI01009992,USP3
IPI01009993,ZNF720
IPI01009994,APOL3
IPI01009995,KLHL3
IPI01009996,SPINT1
IPI01009997,HDAC1
IPI01009999,STX16-NPEPL1;STX16
IPI01010000,KIAA1609
IPI01010001,ZNF347
IPI01010002,ABHD4
IPI01010003,PDE2A
IPI01010004,ABHD10
IPI01010005,PEX5
IPI01010006,VPS13A
IPI01010008,ZNF90
IPI01010009,DIABLO
IPI01010010,DPY19L2
IPI01010011,KCNIP4
IPI01010012,FAM179B
IPI01010013,USP19
IPI01010014,PLD4
IPI01010015,MYO5A
IPI01010016,TRAPPC10
IPI01010017,PHEX
IPI01010018,SLC12A9
IPI01010019,TM7SF3
IPI01010020,KPNB1
IPI01010021,KIAA1217
IPI01010022,HEYL
IPI01010023,GTF2F1
IPI01010025,PCSK5
IPI01010028,PEX5
IPI01010029,B3GNT1
IPI01010030,IKBKB
IPI01010031,STYK1
IPI01010033,USP16
IPI01010035,COPS2
IPI01010037,ZNF143
IPI01010038,C15orf40
IPI01010039,GLI4
IPI01010040,COPS7A
IPI01010042,SREK1
IPI01010043,SLC13A1
IPI01010044,CLEC12B
IPI01010045,LYST
IPI01010046,ADAM28
IPI01010047,LRP6
IPI01010048,EXOSC10
IPI01010049,USP28
IPI01010050,VDAC2
IPI01010051,GNS
IPI01010052,NFX1
IPI01010054,ITSN1
IPI01010055,ANXA11
IPI01010056,AMY1C;AMY1A;AMY1B;AMY2A
IPI01010057,C15orf39
IPI01010059,MRPS33
IPI01010061,WDR74
IPI01010062,CCAR1
IPI01010063,PRRG2
IPI01010065,RFXANK
IPI01010066,CLTCL1
IPI01010067,DAPK1
IPI01010068,SLC38A10
IPI01010069,CCDC25
IPI01010070,ZRANB3
IPI01010071,SLC25A20
IPI01010072,NTRK2
IPI01010073,CHN2
IPI01010075,RALGAPA2
IPI01010078,ZNF791
IPI01010080,STRN4
IPI01010081,SYT10
IPI01010082,DDX19A
IPI01010083,THBS3
IPI01010084,CRLF3
IPI01010085,SLC2A14
IPI01010086,FOLR2
IPI01010087,CMTM7
IPI01010088,DDR1
IPI01010089,FOLR2
IPI01010090,MTMR1
IPI01010091,ACTN2
IPI01010092,C9orf131
IPI01010093,IFT140
IPI01010094,CMTM7
IPI01010095,CYP3A4
IPI01010096,REXO2
IPI01010097,C2
IPI01010098,MET
IPI01010099,POSTN
IPI01010100,RAB40B
IPI01010101,FBXW7
IPI01010102,OR4F5
IPI01010104,ZNF180
IPI01010105,P2RX7
IPI01010106,KCTD17
IPI01010107,C1QTNF1
IPI01010108,SLC24A1
IPI01010109,PPOX
IPI01010110,MRE11A
IPI01010111,CBWD5;CBWD3
IPI01010112,ANUBL1
IPI01010113,RSPO2
IPI01010114,ESRRG
IPI01010115,ZKSCAN4
IPI01010117,SLC22A1
IPI01010118,BLM
IPI01010119,CLEC2D
IPI01010120,TYRO3
IPI01010122,NSRP1
IPI01010123,MIA3
IPI01010124,MAN2A2
IPI01010125,WDFY4
IPI01010126,LMO3
IPI01010127,CAPN13
IPI01010128,TRIT1
IPI01010129,SLC1A6
IPI01010130,PTCH1
IPI01010131,RBMY1E
IPI01010132,MDM1
IPI01010133,PLA2G7
IPI01010134,GRM4
IPI01010135,CACNB4
IPI01010136,MRPL48
IPI01010137,IFNGR1
IPI01010138,PTPRS
IPI01010139,FRY
IPI01010140,TIMP3
IPI01010141,C11orf41
IPI01010142,APCDD1L
IPI01010143,MBP
IPI01010145,RBM12
IPI01010147,SF3A1
IPI01010148,NEURL2
IPI01010149,ULK1
IPI01010150,CPT1B
IPI01010151,ZNF233
IPI01010152,NRD1
IPI01010153,NLRP2
IPI01010154,LDHA
IPI01010155,RSF1
IPI01010156,OR51I1
IPI01010157,MLF2
IPI01010158,CCT3
IPI01010159,KCTD20
IPI01010160,UPP1
IPI01010161,RTN3
IPI01010164,ATG4D
IPI01010166,CLIP1
IPI01010167,FAM76B
IPI01010168,RBM23
IPI01010169,TMPRSS5
IPI01010170,LMOD2
IPI01010171,FASN
IPI01010172,PECAM1
IPI01010173,GPBP1
IPI01010174,NPC1
IPI01010175,COL4A1
IPI01010176,GHITM
IPI01010177,PCYOX1
IPI01010178,PGA3;PGA4;PGA5
IPI01010180,SASH1
IPI01010181,KLRG1
IPI01010182,ZBTB16
IPI01010183,SAG
IPI01010184,FCAR
IPI01010185,CGB1
IPI01010186,RBM17
IPI01010187,C16orf71
IPI01010188,AKAP9
IPI01010189,PDIA6
IPI01010190,SPECC1
IPI01010191,CD34
IPI01010193,NCK2
IPI01010195,SUPT5H
IPI01010196,CCDC53
IPI01010198,LPCAT3
IPI01010199,SOCS2
IPI01010200,RAPGEF4
IPI01010201,PPP3CC
IPI01010202,PDZD4
IPI01010203,LRTOMT
IPI01010204,MUC12
IPI01010205,CASP7
IPI01010206,CENPJ
IPI01010207,ZNF81
IPI01010208,ULK1
IPI01010209,C1R
IPI01010210,PLEKHG5
IPI01010211,QKI
IPI01010212,PHC1
IPI01010213,TMEM70
IPI01010214,CCDC62
IPI01010215,KDM2B
IPI01010216,PUS1
IPI01010217,FADS1
IPI01010218,SORCS3
IPI01010219,NCOA4
IPI01010221,PTK2B
IPI01010222,CTLA4
IPI01010223,MRPS28
IPI01010224,ZNF844
IPI01010225,SEMA4D
IPI01010227,OXR1
IPI01010228,MECP2
IPI01010229,TCF12
IPI01010230,OGFOD2
IPI01010231,COMP
IPI01010232,CEP152
IPI01010233,ZNF418
IPI01010234,ZNF534
IPI01010235,MKNK2
IPI01010236,SNX11
IPI01010237,C20orf196
IPI01010238,PDGFRB
IPI01010239,DDX11
IPI01010240,PLEKHB1
IPI01010241,CYB561
IPI01010242,PLCZ1
IPI01010243,LIG1
IPI01010244,GPR144
IPI01010245,ARHGEF2
IPI01010246,ASAP1
IPI01010249,PTPN6
IPI01010250,ETV5
IPI01010251,PAAF1
IPI01010252,PHB2
IPI01010254,CADPS
IPI01010255,NOP2
IPI01010256,METAP2
IPI01010257,YLPM1
IPI01010258,TCP11
IPI01010259,PON1
IPI01010260,MB
IPI01010261,PFKL
IPI01010262,RNF10
IPI01010263,UBR7
IPI01010264,ANK3
IPI01010265,MYBPC1
IPI01010266,FKBP5
IPI01010267,TBC1D16
IPI01010268,ZNF227
IPI01010269,CEACAM7
IPI01010270,WIZ
IPI01010271,PCDHB14
IPI01010272,MYO16
IPI01010273,ANKRD17
IPI01010274,ANKK1
IPI01010275,ACSF3
IPI01010276,SLC1A5
IPI01010277,SLC4A8
IPI01010278,ZNF26
IPI01010279,USP3
IPI01010280,CA3
IPI01010281,DNM1L
IPI01010282,ZNF525
IPI01010283,PCK1
IPI01010284,TMEM239
IPI01010285,MTBP
IPI01010286,KDM4C
IPI01010287,DDX1
IPI01010288,TRMT112
IPI01010289,ANKRD49
IPI01010290,CGB2
IPI01010291,ZNF880
IPI01010292,WSB2
IPI01010293,TTC12
IPI01010294,GSG1
IPI01010295,CNOT7
IPI01010297,BAG6
IPI01010298,EPDR1
IPI01010299,TMEM59
IPI01010303,CSAD
IPI01010304,PYROXD1
IPI01010306,MXD4
IPI01010307,KRT7
IPI01010308,OXGR1
IPI01010309,MGAT2
IPI01010311,IQCH
IPI01010313,GLUD1
IPI01010314,FAM55A
IPI01010315,NUMBL
IPI01010317,NCSTN
IPI01010318,ZNF587
IPI01010319,DGKG
IPI01010320,HDAC1
IPI01010321,TAOK3
IPI01010323,AMY2B
IPI01010324,FER
IPI01010326,CCAR1
IPI01010327,ZFHX2
IPI01010329,ANKS1A
IPI01010330,RYR1
IPI01010332,DDX55
IPI01010333,C15orf55
IPI01010334,ZNF483
IPI01010335,MMP8
IPI01010336,KRTAP2-1
IPI01010337,MLEC
IPI01010338,GOLGA6L1
IPI01010340,P2RX7
IPI01010341,RRN3
IPI01010342,AR
IPI01010343,ITGA10
IPI01010344,PRPF8
IPI01010345,KLHL20
IPI01010347,GPR137
IPI01010348,POLR1B
IPI01010349,STX2
IPI01010350,TMEM109
IPI01010351,SMARCB1
IPI01010352,STARD10
IPI01010354,FLT1
IPI01010355,C10orf28
IPI01010356,SLC26A4
IPI01010357,TSPAN7
IPI01010358,SALL2
IPI01010359,CYP4X1
IPI01010360,ZNF720
IPI01010361,AQP1
IPI01010362,STAT5A
IPI01010363,KIAA1715
IPI01010364,CLDN1
IPI01010367,OFD1
IPI01010368,ZNF10
IPI01010369,GRIP1
IPI01010370,RAD51
IPI01010371,DOPEY1
IPI01010372,KIF3C
IPI01010373,SSFA2
IPI01010374,WISP3
IPI01010375,DLGAP3
IPI01010376,CLIP2
IPI01010378,MAPT
IPI01010379,CYP2C9
IPI01010380,TXNRD2
IPI01010381,DDX21
IPI01010382,KIAA1370
IPI01010383,GRIK1
IPI01010384,PDE4C
IPI01010385,GTF2IRD2B
IPI01010386,C4A
IPI01010387,C12orf48
IPI01010388,TRDN
IPI01010390,CDH3
IPI01010391,NFS1
IPI01010393,KIAA0528
IPI01010394,FAM71A
IPI01010395,BNC2
IPI01010396,CLIC4
IPI01010397,VDAC3
IPI01010398,EIF3H
IPI01010399,HFM1
IPI01010400,SLC3A2
IPI01010401,RFC5
IPI01010402,RPH3A
IPI01010403,DUSP22
IPI01010404,ADCYAP1
IPI01010405,ZNF350
IPI01010406,C15orf29
IPI01010407,SERPINB7
IPI01010408,DHX40
IPI01010409,KCTD10
IPI01010410,C16orf93
IPI01010412,ZNF486
IPI01010413,NRG3
IPI01010414,ZNF3
IPI01010415,ABCB9
IPI01010416,ELP2
IPI01010417,PDE4C
IPI01010418,GTF2H3
IPI01010419,UBC
IPI01010420,KLHL24
IPI01010421,SSPN
IPI01010422,SLC44A5
IPI01010423,RASA1
IPI01010424,MICAL3
IPI01010425,ANGPTL4
IPI01010426,NUMA1
IPI01010428,PHOX2A
IPI01010430,ZNF763
IPI01010431,TOMM40L
IPI01010432,HPS4
IPI01010433,KCTD10
IPI01010434,GPR137
IPI01010435,STK38L
IPI01010436,CLCN5
IPI01010437,XRCC1
IPI01010438,KCNT2
IPI01010439,TMEM128
IPI01010442,SYT14
IPI01010443,FMN2
IPI01010444,LIPA
IPI01010445,ATXN7L2
IPI01010446,FOLR2
IPI01010447,UBC
IPI01010448,TMPRSS5
IPI01010449,LUZP1
IPI01010450,PMFBP1
IPI01010451,NUF2
IPI01010452,BCAP29
IPI01010454,DDB1
IPI01010455,ZNF689
IPI01010457,WWP2
IPI01010459,FLT3
IPI01010460,LIMS3;LIMS3L
IPI01010461,HYOU1
IPI01010463,MRPS35
IPI01010464,NUMA1
IPI01010465,PPOX
IPI01010466,PTPN9
IPI01010467,C1R
IPI01010468,NUMA1
IPI01010469,RBM15B
IPI01010470,HERC6
IPI01010471,TMPRSS3
IPI01010472,ZNF550
IPI01010473,DENND1B
IPI01010474,TTN
IPI01010475,SLC8A1
IPI01010476,WDR19
IPI01010478,EEA1
IPI01010479,USP28
IPI01010481,CLIP1
IPI01010482,PSPN
IPI01010483,NBR1
IPI01010484,GIGYF1
IPI01010485,PHEX
IPI01010486,TNFAIP1
IPI01010487,ARL6IP1
IPI01010488,C6orf48
IPI01010489,DNAJB1
IPI01010490,TMPRSS5
IPI01010491,ZFYVE26
IPI01010492,EFCAB6
IPI01010493,PEX5
IPI01010496,ABCD4
IPI01010497,GAPVD1
IPI01010498,SCRN1
IPI01010499,FCAR
IPI01010500,SOS1
IPI01010503,STIP1
IPI01010504,SLC2A14
IPI01010505,GTF3C3
IPI01010506,DMWD
IPI01010507,ACTN2
IPI01010508,DNAJB5
IPI01010509,HSD17B1
IPI01010510,DMPK
IPI01010512,PDCD2
IPI01010513,PTGER3
IPI01010514,UBA2
IPI01010515,ACTR10
IPI01010516,CD36
IPI01010517,BTRC
IPI01010519,MADCAM1
IPI01010520,CEP78
IPI01010521,TRIT1
IPI01010522,RB1
IPI01010523,GNS
IPI01010524,CADM1
IPI01010525,CBWD5;CBWD3
IPI01010526,FADS2
IPI01010527,IST1
IPI01010528,KIF1B
IPI01010530,CCND2
IPI01010531,CCAR1
IPI01010533,RFXANK
IPI01010534,C14orf101
IPI01010535,TNFSF13B
IPI01010537,MFAP5
IPI01010539,CLTCL1
IPI01010540,CTLA4
IPI01010541,ATP2A3
IPI01010542,AKT2
IPI01010543,ZNF337
IPI01010544,ENOX2
IPI01010546,ATF7IP
IPI01010547,SLITRK5
IPI01010548,SPARCL1
IPI01010550,DHX8
IPI01010551,STAT2
IPI01010552,IKBKB
IPI01010553,ACACA
IPI01010554,IYD
IPI01010556,NPIPL3
IPI01010557,WDR20
IPI01010558,MPDZ
IPI01010559,SELS
IPI01010560,CYBB
IPI01010561,CYP4B1
IPI01010562,CCDC53
IPI01010563,ARAP1
IPI01010564,ZNF644
IPI01010565,DLAT
IPI01010566,ZBTB38
IPI01010567,SPAG11B;SPAG11A
IPI01010568,REXO2
IPI01010569,NSMCE2
IPI01010570,VPS35
IPI01010571,TM7SF2
IPI01010572,XG
IPI01010573,CLEC18C
IPI01010574,ZNF583
IPI01010575,NAV3
IPI01010576,EXOC4
IPI01010577,FAM204A
IPI01010578,CYFIP2
IPI01010579,PSPN
IPI01010583,ABCC11
IPI01010584,KIAA0586
IPI01010585,COL6A1
IPI01010586,TNFRSF1A
IPI01010588,NUP50
IPI01010590,KLKB1
IPI01010591,VTCN1
IPI01010592,EPHA4
IPI01010596,PLTP
IPI01010597,C4B
IPI01010598,TMEM134
IPI01010599,ZDHHC16
IPI01010602,PAPLN
IPI01010603,BUB1
IPI01010604,GTPBP1
IPI01010605,FAM120B
IPI01010606,CEP57
IPI01010607,LOC100129940
IPI01010608,NUP107
IPI01010609,AKAP7
IPI01010610,NUMA1
IPI01010611,ACP2
IPI01010612,CD19
IPI01010613,SOD2
IPI01010614,TEAD4
IPI01010617,DOLK
IPI01010618,POGK
IPI01010619,MTFR1
IPI01010620,CYP2D7P1
IPI01010621,MAP7D1
IPI01010622,KIAA0913
IPI01010623,NAGS
IPI01010624,PTK6
IPI01010626,SHBG
IPI01010627,RSRC2
IPI01010628,SLC22A1
IPI01010629,FADS1
IPI01010630,PUS1
IPI01010631,POR
IPI01010632,LDHA
IPI01010634,DDX43
IPI01010636,CSN1S1
IPI01010637,VAT1
IPI01010638,PHGDH
IPI01010639,FBLN2
IPI01010640,IL16
IPI01010641,MVK
IPI01010642,C1S
IPI01010643,CUL1
IPI01010644,C11orf51
IPI01010646,RNF10
IPI01010647,ORAOV1
IPI01010648,BAIAP2
IPI01010649,IDH2
IPI01010650,TGFBR1
IPI01010652,SETDB1
IPI01010653,AP1G2
IPI01010654,BUB3
IPI01010655,NDUFS7
IPI01010657,OBP2A
IPI01010658,RFC5
IPI01010659,ABCC1
IPI01010660,TNPO2
IPI01010661,CAPN11
IPI01010662,TCP10L2
IPI01010664,TMBIM4
IPI01010665,IAPP
IPI01010666,CDH26
IPI01010668,SPRR3
IPI01010669,GOLT1B
IPI01010670,A2ML1
IPI01010671,RNF10
IPI01010672,TAOK3
IPI01010674,PRLR
IPI01010675,ABL1
IPI01010676,FAM21B
IPI01010677,WDR92
IPI01010678,LMF1
IPI01010681,IFT122
IPI01010682,SP8
IPI01010684,A2ML1
IPI01010685,VCX
IPI01010686,OPHN1
IPI01010687,ZNF26
IPI01010690,NLRC5
IPI01010691,LOC440434
IPI01010693,DYNC2LI1
IPI01010694,SEC31B
IPI01010697,PTPRC
IPI01010699,RPL23AP82
IPI01010700,DDX11
IPI01010701,DNAH7
IPI01010702,NAP1L3
IPI01010703,PLEKHB1
IPI01010704,IQCH
IPI01010705,C12orf4
IPI01010706,ODF2
IPI01010709,ANAPC5
IPI01010710,PPP1R14B
IPI01010711,CCDC169
IPI01010712,HADHA
IPI01010713,UBE2D4
IPI01010714,ATP6V1A
IPI01010715,SHC4
IPI01010716,SIRT1
IPI01010717,GALNT8
IPI01010718,PDE11A
IPI01010719,SH3YL1
IPI01010720,AKAP8
IPI01010721,NUDT22
IPI01010722,NMT2
IPI01010723,NFE2L3
IPI01010724,PER3
IPI01010725,ELN
IPI01010726,SLC25A32
IPI01010727,GBA2
IPI01010729,PARP2
IPI01010730,ZNF844
IPI01010731,ACSF3
IPI01010732,GPR172B
IPI01010733,ARMC6
IPI01010734,ZNF140
IPI01010735,ATXN3
IPI01010736,ZNF140
IPI01010737,A2M
IPI01010739,YTHDF2
IPI01010740,GRHL1
IPI01010741,ABLIM2
IPI01010742,SNX17
IPI01010743,NOL8
IPI01010744,HMBS
IPI01010746,NGEF
IPI01010747,LRRC49
IPI01010748,RRP1
IPI01010749,AKR1B15
IPI01010750,LIG1
IPI01010751,DCTN4
IPI01010752,NRXN1
IPI01010753,CPSF7
IPI01010754,KCNU1
IPI01010756,ANKRD49
IPI01010757,C11orf84
IPI01010758,COX10
IPI01010759,SRP68
IPI01010760,SLC26A4
IPI01010761,CLEC4E
IPI01010762,EXOC2
IPI01010763,TTN
IPI01010764,GPHN
IPI01010765,TMEM106A
IPI01010766,BSG
IPI01010767,ABCB9
IPI01010768,DIABLO
IPI01010769,LPAR1
IPI01010770,INPP5A
IPI01010771,AMN1
IPI01010772,PDLIM2
IPI01010773,RANBP3
IPI01010774,ZC4H2
IPI01010775,TDRD7
IPI01010776,PRSS8
IPI01010777,NCAPD2
IPI01010778,GOLPH3
IPI01010779,KAZN
IPI01010780,UEVLD
IPI01010783,SLC39A12
IPI01010784,IFLTD1
IPI01010785,NIPA1
IPI01010786,TAF1D;SNORA25;SNORA32
IPI01010787,TMEM68
IPI01010788,WBSCR16
IPI01010789,PLG
IPI01010790,PTPRR
IPI01010791,PRAME
IPI01010793,KLC1
IPI01010794,THOC4
IPI01010795,PIWIL4
IPI01010796,C6orf170
IPI01010797,CAPN2
IPI01010798,DDX55
IPI01010799,C12orf11
IPI01010800,FTH1
IPI01010801,TRDN
IPI01010803,CACNA1G
IPI01010804,ZNF211
IPI01010805,SOX5
IPI01010806,P2RX7
IPI01010807,ABHD4
IPI01010808,TSPAN11
IPI01010809,KCNQ5
IPI01010810,MTG1
IPI01010811,ATP5J2
IPI01010812,COL25A1
IPI01010814,UCP2
IPI01010815,KIAA2026
IPI01010816,KITLG
IPI01010817,ROBO3
IPI01010818,GRIP1
IPI01010819,MRVI1
IPI01010820,TAF4B
IPI01010821,GTF2H3
IPI01010822,ZNF211
IPI01010823,PTPN6
IPI01010825,GPR126
IPI01010827,FGGY
IPI01010828,C1RL
IPI01010829,CDH1
IPI01010830,KLC2
IPI01010831,AMN
IPI01010832,TPD52L1
IPI01010833,KLHL18
IPI01010835,LIMS2
IPI01010836,C16orf46
IPI01010837,DDX31
IPI01010838,AGTRAP
IPI01010839,LRP6
IPI01010840,RNF121
IPI01010841,PDE2A
IPI01010842,ARRDC4
IPI01010843,AMPD3
IPI01010844,MTHFD2L
IPI01010845,NPIPL3
IPI01010846,WIF1
IPI01010847,HYDIN2;HYDIN
IPI01010848,METAP1
IPI01010849,FLG
IPI01010850,XRCC1
IPI01010851,BCL2L13
IPI01010852,HNRNPF
IPI01010854,ACSS2
IPI01010855,NFS1
IPI01010856,EEF2
IPI01010857,FBLN1
IPI01010858,CCAR1
IPI01010859,PCDHB5
IPI01010860,MAU2
IPI01010861,CLUL1
IPI01010862,TM7SF3
IPI01010863,SUPT16H
IPI01010864,UBE3B
IPI01010865,BIVM-ERCC5;ERCC5
IPI01010866,ITIH4
IPI01010867,OLR1
IPI01010868,KIAA0528
IPI01010869,C11orf20
IPI01010870,ITCH
IPI01010871,BCKDHA
IPI01010872,IPO8
IPI01010873,SLC6A1
IPI01010874,C19orf55
IPI01010876,LCMT2
IPI01010877,ZNF793
IPI01010878,CLDN4
IPI01010880,SEPT9
IPI01010881,SUDS3
IPI01010882,ITFG1
IPI01010883,MEI1
IPI01010884,GPR162
IPI01010885,ACAA1
IPI01010887,STOM
IPI01010889,DYRK2
IPI01010890,DDX52
IPI01010891,TAB2
IPI01010892,SLC15A3
IPI01010893,LAMTOR1
IPI01010894,SPANXN4
IPI01010895,HSPA4
IPI01010896,MFAP5
IPI01010897,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI01010898,FCRL2
IPI01010899,TMCC2
IPI01010901,NLRP1
IPI01010902,MFAP5
IPI01010903,RNF139
IPI01010904,SPACA7
IPI01010905,FCAR
IPI01010906,TMEM213
IPI01010907,ATF7IP
IPI01010908,PSME3
IPI01010909,BRCC3
IPI01010910,INADL
IPI01010911,CCDC19
IPI01010912,MMP28
IPI01010913,RNF44
IPI01010914,RLF
IPI01010915,TINF2
IPI01010916,HLA-DQB1
IPI01010917,PXMP2
IPI01010919,SLC3A2
IPI01010920,KIAA1683
IPI01010921,SENP6
IPI01010922,CHRDL1
IPI01010923,SPOP
IPI01010925,UNG
IPI01010926,D2HGDH
IPI01010927,IL10RA
IPI01010928,EIF4G3
IPI01010929,INSR
IPI01010930,FAM154A
IPI01010931,YWHAZ
IPI01010932,C1orf144
IPI01010933,ATP6AP1
IPI01010935,SRL
IPI01010936,C11orf51
IPI01010937,NUDT13
IPI01010939,LAT2
IPI01010940,ERBB3
IPI01010942,SPATS2L
IPI01010943,RNASEH2B
IPI01010944,C12orf24
IPI01010945,UFD1L
IPI01010946,PHEX
IPI01010947,C1orf135
IPI01010948,CYP3A43
IPI01010949,KLRC1
IPI01010950,ZNF2
IPI01010951,ZNF816
IPI01010952,PKNOX2
IPI01010953,PHGDH
IPI01010954,GTF2H3
IPI01010955,CEP57
IPI01010956,FCHSD2
IPI01010958,IST1
IPI01010962,SIVA1
IPI01010963,CCDC7
IPI01010964,GPRC5A
IPI01010966,GTPBP1
IPI01010967,BRK1
IPI01010968,DNAJC11
IPI01010969,VOPP1
IPI01010970,NUPL1
IPI01010971,MDM2
IPI01010972,FBXO10
IPI01010973,CEP68
IPI01010974,RAE1
IPI01010975,KLHL17
IPI01010976,ATP9B
IPI01010977,SMC2
IPI01010978,CCDC7
IPI01010979,ZC3H15
IPI01010980,FAM21B
IPI01010981,TIRAP
IPI01010982,ACOT7
IPI01010983,CHAT
IPI01010984,ETV6
IPI01010985,ABHD4
IPI01010986,GPR110
IPI01010987,NAP1L4
IPI01010988,HKR1
IPI01010990,LGALS3BP
IPI01010991,KHDRBS3
IPI01010992,AFF1
IPI01010994,KCNK3
IPI01010995,OXGR1
IPI01010996,SKA3
IPI01010997,SEC14L4
IPI01010998,KIFC3
IPI01010999,C14orf159
IPI01011000,RAB6A
IPI01011001,COLQ
IPI01011002,CCAR1
IPI01011003,NEDD4
IPI01011004,POGZ
IPI01011005,NTM
IPI01011006,PTPRO
IPI01011007,ARMC6
IPI01011008,BCKDHB
IPI01011009,C16orf62
IPI01011010,BRF1
IPI01011011,RIMS1
IPI01011012,ZNF84
IPI01011013,WSB2
IPI01011015,CADM1
IPI01011016,ZNF746
IPI01011017,ACRBP
IPI01011018,CCDC150
IPI01011019,C3orf64
IPI01011022,SH2B1
IPI01011024,SF3B1
IPI01011025,WBP11
IPI01011026,TRIT1
IPI01011027,TEX9
IPI01011028,NTRK3
IPI01011029,HIF1A
IPI01011030,INTS2
IPI01011031,POU2F1
IPI01011032,APPL2
IPI01011033,LCTL
IPI01011035,MAP3K4
IPI01011036,TMEM91
IPI01011037,ENO2
IPI01011038,AKT2
IPI01011039,RHBG
IPI01011040,MYLK3
IPI01011041,CLPB
IPI01011042,MCU
IPI01011043,GTF2H3
IPI01011044,TBC1D30
IPI01011045,PHB
IPI01011046,PPP3CB
IPI01011047,BRD2
IPI01011048,ZNF805
IPI01011050,HLA-B;HLA-C;HLA-A;MICA;LOC441528
IPI01011051,TMBIM4
IPI01011052,LIG1
IPI01011054,IL15RA
IPI01011055,CCDC92
IPI01011056,FAM185A
IPI01011058,NRIP2
IPI01011059,NUDT13
IPI01011060,TNFAIP3
IPI01011061,E2F6
IPI01011062,NUP107
IPI01011063,FAM76B
IPI01011064,TOP2B
IPI01011065,DYRK4
IPI01011066,SDHAF2
